suite,config,task_name,status,reward,language,difficulty,category,sdlc_phase,repo,mcp_benefit_score,context_complexity,cross_file_deps,n_input_tokens,n_output_tokens,n_cache_tokens,cache_read_tokens,total_cost_usd,agent_task_seconds,wall_clock_seconds,env_setup_seconds
ccb_locobench,sourcegraph_full,rust_data_streaming_expert_013_architectural_understanding_expert_01,passed,0.5179,rust,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,3854456,247,3854400,,,242.1,397.0,92.3
ccb_locobench,sourcegraph_full,rust_data_streaming_expert_013_cross_file_refactoring_expert_01,passed,0.4723,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,6587504,496,6587430,,,490.3,681.6,80.2
ccb_locobench,sourcegraph_full,rust_ml_computer_vision_expert_054_cross_file_refactoring_expert_01,passed,0.4652,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,8242959,574,8242852,,,438.8,1006.4,504.7
ccb_locobench,sourcegraph_full,rust_web_social_expert_073_bug_investigation_expert_01,passed,0.465,rust,expert,bug_investigation,Implementation (bug fix),,0.865,1.0,1.0,5040997,15750,,4760131,17.838006749999998,1637.2,1977.2,210.6
ccb_locobench,sourcegraph_full,rust_web_social_expert_073_cross_file_refactoring_expert_01,passed,0.4749,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,8919536,508,8919443,,,352.6,631.7,159.1
ccb_locobench,sourcegraph_full,typescript_system_monitoring_expert_061_cross_file_refactoring_expert_01,passed,0.4468,typescript,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,7323724,26884,,7147520,15.58280875000002,2132.8,3084.7,681.7
ccb_pytorch,baseline,sgt-001,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch/pytorch,0.5525,0.7,0.15,4054585,785,4018943,,,352.4,1045.9,352.0
ccb_pytorch,baseline,sgt-002,passed,1.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5675,0.7,0.2,5282917,1116,5282915,,,358.6,1052.2,349.4
ccb_pytorch,baseline,sgt-003,failed,0.0,cpp,hard,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5825,0.7,0.25,8371532,1156,8371464,,,357.4,933.6,338.6
ccb_pytorch,baseline,sgt-005,failed,0.0,cpp,medium,feature_implementation,Implementation (feature),pytorch,0.555,0.7,0.2,1452406,369,1452404,,,182.6,879.6,344.7
ccb_pytorch,baseline,sgt-008,passed,1.0,cpp,hard,cross_module_bug_fix,Implementation (bug fix),pytorch,0.8075,0.7,1.0,352089,91,352070,,,59.0,318.7,146.9
ccb_pytorch,baseline,sgt-009,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5525,0.7,0.15,3972489,788,3971902,,,236.2,1637.1,723.6
ccb_pytorch,baseline,sgt-010,failed,0.0,cpp,hard,cross_module_bug_fix,Implementation (bug fix),pytorch,0.6125,0.7,0.35,2901638,736,2901162,,,204.3,1568.3,714.3
ccb_pytorch,baseline,sgt-012,passed,1.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5525,0.7,0.15,2386777,558,2386531,,,227.4,486.8,148.6
ccb_pytorch,baseline,sgt-014,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5675,0.7,0.2,6149294,1109,6149290,,,369.4,1531.4,562.8
ccb_pytorch,baseline,sgt-016,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5525,0.7,0.15,1921669,769,1920721,,,265.7,566.4,2.8
ccb_pytorch,baseline,sgt-021,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5675,0.7,0.2,9393321,690,9393317,,,342.6,734.9,1.9
ccb_pytorch,sourcegraph_base,sgt-001,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch/pytorch,0.5525,0.7,0.15,1607560,355,1554101,,,143.1,500.8,0.9
ccb_pytorch,sourcegraph_base,sgt-002,passed,0.9722,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5675,0.7,0.2,7372450,1165,7372411,,,382.2,738.8,0.8
ccb_pytorch,sourcegraph_base,sgt-003,failed,0.0,cpp,hard,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5825,0.7,0.25,10386967,1794,10386871,,,490.3,893.4,0.9
ccb_pytorch,sourcegraph_base,sgt-005,failed,0.0,cpp,medium,feature_implementation,Implementation (feature),pytorch,0.555,0.7,0.2,1783844,319,1783842,,,146.2,498.5,1.1
ccb_pytorch,sourcegraph_base,sgt-008,passed,1.0,cpp,hard,cross_module_bug_fix,Implementation (bug fix),pytorch,0.8075,0.7,1.0,2045097,404,2044977,,,127.8,248.5,1.0
ccb_pytorch,sourcegraph_base,sgt-009,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5525,0.7,0.15,5234778,800,5234776,,,327.1,803.8,1.1
ccb_pytorch,sourcegraph_base,sgt-010,failed,0.0,cpp,hard,cross_module_bug_fix,Implementation (bug fix),pytorch,0.6125,0.7,0.35,2313189,333,2313185,,,123.8,582.6,1.7
ccb_pytorch,sourcegraph_base,sgt-012,passed,1.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5525,0.7,0.15,1949659,365,1949614,,,140.8,259.9,0.7
ccb_pytorch,sourcegraph_base,sgt-014,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5675,0.7,0.2,3976511,693,3976509,,,238.2,677.4,8.1
ccb_pytorch,sourcegraph_base,sgt-016,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5525,0.7,0.15,7381314,1215,7381312,,,297.4,663.5,3.2
ccb_pytorch,sourcegraph_base,sgt-021,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5675,0.7,0.2,9431058,1278,9431056,,,350.5,632.9,2.8
ccb_pytorch,sourcegraph_full,sgt-001,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch/pytorch,0.5525,0.7,0.15,6541374,653,6541265,,,607.2,2957.0,7.2
ccb_pytorch,sourcegraph_full,sgt-002,passed,0.9108,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5675,0.7,0.2,3937829,526,3937756,,,786.8,3145.2,6.2
ccb_pytorch,sourcegraph_full,sgt-003,failed,0.0,cpp,hard,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5825,0.7,0.25,7838453,969,7838307,,,654.1,3001.5,3.8
ccb_pytorch,sourcegraph_full,sgt-005,failed,0.0,cpp,medium,feature_implementation,Implementation (feature),pytorch,0.555,0.7,0.2,3141497,399,3139543,,,470.6,2824.6,2.6
ccb_pytorch,sourcegraph_full,sgt-008,passed,1.0,cpp,hard,cross_module_bug_fix,Implementation (bug fix),pytorch,0.8075,0.7,1.0,2191501,117,2188620,,,417.6,2754.3,4.8
ccb_pytorch,sourcegraph_full,sgt-009,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5525,0.7,0.15,18802453,1388,18802269,,,1764.1,4173.3,6.4
ccb_pytorch,sourcegraph_full,sgt-010,failed,0.0,cpp,hard,cross_module_bug_fix,Implementation (bug fix),pytorch,0.6125,0.7,0.35,2517367,621,2517306,,,426.9,2758.1,6.5
ccb_pytorch,sourcegraph_full,sgt-012,passed,1.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5525,0.7,0.15,3561680,655,3561608,,,296.5,3766.8,1556.8
ccb_pytorch,sourcegraph_full,sgt-014,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5675,0.7,0.2,5194858,760,5194760,,,615.1,2266.5,6.5
ccb_pytorch,sourcegraph_full,sgt-016,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5525,0.7,0.15,13716752,1627,13716590,,,974.9,2736.7,6.5
ccb_pytorch,sourcegraph_full,sgt-021,failed,0.0,cpp,medium,cross_module_bug_fix,Implementation (bug fix),pytorch,0.5675,0.7,0.2,4176613,491,4176544,,,526.1,2111.4,4.8
ccb_repoqa,baseline,repoqa-cpp-apache-logging-log4cxx-03,passed,1.0,cpp,hard,semantic-code-navigation,Requirements & Discovery,apache/logging-log4cxx,0.85,0.8,0.6,160574,79,160572,,,36.3,120.6,7.4
ccb_repoqa,baseline,repoqa-cpp-skypjack-uvw-00,passed,1.0,cpp,hard,semantic-code-navigation,Requirements & Discovery,skypjack/uvw,0.85,0.8,0.6,187681,80,187679,,,33.2,123.8,42.0
ccb_repoqa,baseline,repoqa-java-google-gson-03,passed,1.0,java,hard,semantic-code-navigation,Requirements & Discovery,google/gson,0.85,0.8,0.6,198989,80,198987,,,32.6,141.3,37.9
ccb_repoqa,baseline,repoqa-java-square-retrofit-04,passed,1.0,java,hard,semantic-code-navigation,Requirements & Discovery,square/retrofit,0.85,0.8,0.6,118608,1277,,111181,0.17529295000000003,59.0,200.9,60.1
ccb_repoqa,baseline,repoqa-python-psf-black-01,passed,1.0,python,hard,semantic-code-navigation,Requirements & Discovery,psf/black,0.85,0.8,0.6,229640,102,229638,,,51.6,246.5,109.4
ccb_repoqa,baseline,repoqa-python-python-poetry-poetry-08,passed,1.0,python,hard,semantic-code-navigation,Requirements & Discovery,python-poetry/poetry,0.85,0.8,0.6,168847,103,168845,,,31.3,172.8,60.0
ccb_repoqa,baseline,repoqa-rust-helix-editor-helix-03,passed,1.0,rust,hard,semantic-code-navigation,Requirements & Discovery,helix-editor/helix,0.85,0.8,0.6,109632,1251,,105234,0.15439255,54.1,182.8,47.0
ccb_repoqa,baseline,repoqa-rust-rust-bakery-nom-06,passed,1.0,rust,hard,semantic-code-navigation,Requirements & Discovery,rust-bakery/nom,0.85,0.8,0.6,107381,1120,,103590,0.140507,46.9,144.6,31.6
ccb_repoqa,baseline,repoqa-typescript-expressjs-express-07,passed,1.0,typescript,hard,semantic-code-navigation,Requirements & Discovery,expressjs/express,0.85,0.8,0.6,268795,104,268793,,,50.0,152.8,27.5
ccb_repoqa,baseline,repoqa-typescript-xenova-transformers.js-08,passed,1.0,typescript,hard,semantic-code-navigation,Requirements & Discovery,xenova/transformers.js,0.85,0.8,0.6,274416,130,274414,,,44.3,165.0,53.2
ccb_repoqa,sourcegraph_base,repoqa-cpp-apache-logging-log4cxx-03,passed,1.0,cpp,hard,semantic-code-navigation,Requirements & Discovery,apache/logging-log4cxx,0.85,0.8,0.6,750964,105,750962,,,58.4,167.7,3.9
ccb_repoqa,sourcegraph_base,repoqa-cpp-skypjack-uvw-00,passed,1.0,cpp,hard,semantic-code-navigation,Requirements & Discovery,skypjack/uvw,0.85,0.8,0.6,539324,90,539322,,,47.8,112.9,2.0
ccb_repoqa,sourcegraph_base,repoqa-java-google-gson-03,passed,1.0,java,hard,semantic-code-navigation,Requirements & Discovery,google/gson,0.85,0.8,0.6,286165,67,286163,,,50.4,143.7,7.7
ccb_repoqa,sourcegraph_base,repoqa-java-square-retrofit-04,passed,1.0,java,hard,semantic-code-navigation,Requirements & Discovery,square/retrofit,0.85,0.8,0.6,349800,70,349798,,,41.5,99.3,6.4
ccb_repoqa,sourcegraph_base,repoqa-python-psf-black-01,passed,1.0,python,hard,semantic-code-navigation,Requirements & Discovery,psf/black,0.85,0.8,0.6,365811,63,365809,,,41.0,106.3,5.7
ccb_repoqa,sourcegraph_base,repoqa-python-python-poetry-poetry-08,passed,1.0,python,hard,semantic-code-navigation,Requirements & Discovery,python-poetry/poetry,0.85,0.8,0.6,310921,81,310919,,,35.3,110.7,2.7
ccb_repoqa,sourcegraph_base,repoqa-rust-helix-editor-helix-03,passed,1.0,rust,hard,semantic-code-navigation,Requirements & Discovery,helix-editor/helix,0.85,0.8,0.6,680480,81,680478,,,56.1,141.7,3.8
ccb_repoqa,sourcegraph_base,repoqa-rust-rust-bakery-nom-06,passed,1.0,rust,hard,semantic-code-navigation,Requirements & Discovery,rust-bakery/nom,0.85,0.8,0.6,450735,150,450731,,,41.6,100.1,3.1
ccb_repoqa,sourcegraph_base,repoqa-typescript-expressjs-express-07,passed,1.0,typescript,hard,semantic-code-navigation,Requirements & Discovery,expressjs/express,0.85,0.8,0.6,522344,128,522340,,,60.9,158.9,14.7
ccb_repoqa,sourcegraph_base,repoqa-typescript-xenova-transformers.js-08,passed,1.0,typescript,hard,semantic-code-navigation,Requirements & Discovery,xenova/transformers.js,0.85,0.8,0.6,341709,63,341707,,,38.0,110.5,2.9
ccb_repoqa,sourcegraph_full,repoqa-cpp-apache-logging-log4cxx-03,passed,1.0,cpp,hard,semantic-code-navigation,Requirements & Discovery,apache/logging-log4cxx,0.85,0.8,0.6,592884,24,592864,,,49.7,374.0,184.2
ccb_repoqa,sourcegraph_full,repoqa-cpp-skypjack-uvw-00,passed,1.0,cpp,hard,semantic-code-navigation,Requirements & Discovery,skypjack/uvw,0.85,0.8,0.6,441551,111,441532,,,39.0,71.0,0.7
ccb_repoqa,sourcegraph_full,repoqa-java-google-gson-03,passed,1.0,java,hard,semantic-code-navigation,Requirements & Discovery,google/gson,0.85,0.8,0.6,215877,11,215866,,,29.8,355.4,181.8
ccb_repoqa,sourcegraph_full,repoqa-java-square-retrofit-04,passed,1.0,java,hard,semantic-code-navigation,Requirements & Discovery,square/retrofit,0.85,0.8,0.6,298220,13,298207,,,25.3,367.3,169.8
ccb_repoqa,sourcegraph_full,repoqa-python-psf-black-01,passed,1.0,python,hard,semantic-code-navigation,Requirements & Discovery,psf/black,0.85,0.8,0.6,217102,11,217091,,,25.8,341.6,178.2
ccb_repoqa,sourcegraph_full,repoqa-python-python-poetry-poetry-08,passed,1.0,python,hard,semantic-code-navigation,Requirements & Discovery,python-poetry/poetry,0.85,0.8,0.6,379627,64,379612,,,32.2,395.1,175.2
ccb_repoqa,sourcegraph_full,repoqa-rust-helix-editor-helix-03,passed,1.0,rust,hard,semantic-code-navigation,Requirements & Discovery,helix-editor/helix,0.85,0.8,0.6,487986,66,487969,,,40.6,398.4,172.3
ccb_repoqa,sourcegraph_full,repoqa-rust-rust-bakery-nom-06,passed,1.0,rust,hard,semantic-code-navigation,Requirements & Discovery,rust-bakery/nom,0.85,0.8,0.6,274171,13,274158,,,31.5,313.9,163.7
ccb_repoqa,sourcegraph_full,repoqa-typescript-expressjs-express-07,passed,1.0,typescript,hard,semantic-code-navigation,Requirements & Discovery,expressjs/express,0.85,0.8,0.6,284555,69,284542,,,28.9,116.0,37.4
ccb_repoqa,sourcegraph_full,repoqa-typescript-xenova-transformers.js-08,passed,1.0,typescript,hard,semantic-code-navigation,Requirements & Discovery,xenova/transformers.js,0.85,0.8,0.6,214905,11,214894,,,22.9,333.4,169.2
ccb_swebenchpro,baseline,instance_ansible__ansible-379058e10f3dbc0fdcaf80394bd09b18927e7d33-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6225,0.6,0.55,7442619,1232,7442617,,,334.7,401.6,14.0
ccb_swebenchpro,baseline,instance_ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6375,0.6,0.6,5594158,546,5594156,,,302.3,380.9,32.0
ccb_swebenchpro,baseline,instance_ansible__ansible-811093f0225caa4dd33890933150a81c6a6d5226-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6075,0.6,0.5,36960961,1792,36960840,,,1439.7,1509.3,12.4
ccb_swebenchpro,baseline,instance_ansible__ansible-b2a289dcbb702003377221e25f62c8a3608f0e89-v173091e2e36d38c978002990795f66cfc0af30ad,passed,1.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.5925,0.6,0.45,5566280,950,5566278,,,344.1,444.7,49.9
ccb_swebenchpro,baseline,instance_ansible__ansible-e40889e7112ae00a21a2c74312b330e67a766cc0-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6075,0.6,0.5,4450273,622,4450271,,,263.0,386.3,5.4
ccb_swebenchpro,baseline,instance_element-hq__element-web-cf3c899dd1f221aa1a1f4c5a80dffc05b9c21c85-vnan,passed,1.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),element-hq/element-web,0.6225,0.6,0.55,2834372,12859,,2771653,2.1750022500000004,2385.0,2622.7,47.0
ccb_swebenchpro,baseline,instance_element-hq__element-web-f14374a51c153f64f313243f2df6ea4971db4e15,passed,1.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),element-hq/element-web,0.7125,0.6,0.85,226303,41,226301,,,105.2,405.1,73.4
ccb_swebenchpro,baseline,instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.6975,0.6,0.8,6253103,772,6247360,,,666.5,1297.5,91.3
ccb_swebenchpro,baseline,instance_flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.7125,0.6,0.85,8379047,1290,8379045,,,725.5,981.9,16.5
ccb_swebenchpro,baseline,instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.7575,0.6,1.0,1062790,353,1062786,,,198.9,496.3,26.0
ccb_swebenchpro,baseline,instance_flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.6825,0.6,0.75,8378554,1138,8378552,,,1043.7,1731.9,144.3
ccb_swebenchpro,baseline,instance_future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8,failed,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),future-architect/vuls,0.5925,0.6,0.45,128936,1013,,121725,0.20098039999999998,45.8,383.6,64.6
ccb_swebenchpro,baseline,instance_future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),future-architect/vuls,0.6075,0.6,0.5,1500338,215,1500336,,,298.0,556.2,6.0
ccb_swebenchpro,baseline,instance_future-architect__vuls-d18e7a751d07260d75ce3ba0cd67c4a6aebfd967,errored,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),future-architect/vuls,0.6225,0.6,0.55,0,0,0,,,2.3,262.2,50.4
ccb_swebenchpro,baseline,instance_gravitational__teleport-0415e422f12454db0c22316cf3eaa5088d6b6322,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.5925,0.6,0.45,1837470,195,1837468,,,340.7,780.1,110.5
ccb_swebenchpro,baseline,instance_gravitational__teleport-3587cca7840f636489449113969a5066025dd5bf,errored,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.6825,0.6,0.75,0,0,0,,,3.6,303.6,93.3
ccb_swebenchpro,baseline,instance_gravitational__teleport-7744f72c6eb631791434b648ba41083b5f6d2278-vce94f93ad1030e3136852817f2423c1b3ac37bc4,errored,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.6225,0.6,0.55,0,0,0,,,4.0,166.0,120.1
ccb_swebenchpro,baseline,instance_gravitational__teleport-8302d467d160f869b77184e262adbe2fbc95d9ba-vce94f93ad1030e3136852817f2423c1b3ac37bc4,errored,0.0,go,hard,ccb_swebenchpro,Implementation (bug fix),gravitational/teleport,0.6075,0.6,0.5,0,0,0,,,5.3,144.6,91.5
ccb_swebenchpro,baseline,instance_navidrome__navidrome-9c3b4561652a15846993d477003e111f0df0c585,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),navidrome/navidrome,0.6975,0.6,0.8,314591,105,314589,,,114.4,599.2,70.8
ccb_swebenchpro,baseline,instance_navidrome__navidrome-d0dceae0943b8df16e579c2d9437e11760a0626a,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),navidrome/navidrome,0.6675,0.6,0.7,5692638,633,5692636,,,491.0,1072.3,61.5
ccb_swebenchpro,baseline,instance_nodebb__nodebb-76c6e30282906ac664f2c9278fc90999b27b1f48-vd59a5728dfc977f44533186ace531248c2917516,passed,1.0,javascript,hard,ccb_swebenchpro,Implementation (bug fix),NodeBB/NodeBB,0.7575,0.6,1.0,855677,166,854799,,,107.4,309.4,2.5
ccb_swebenchpro,baseline,instance_nodebb__nodebb-eb49a64974ca844bca061744fb3383f5d13b02ad-vnan,passed,1.0,javascript,hard,ccb_swebenchpro,Implementation (bug fix),NodeBB/NodeBB,0.6675,0.6,0.7,3026373,8974,,2964516,2.362650699999999,285.5,439.5,1.1
ccb_swebenchpro,baseline,instance_nodebb__nodebb-f1a80d48cc45877fcbadf34c2345dd9709722c7f-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,passed,1.0,javascript,hard,ccb_swebenchpro,Implementation (bug fix),NodeBB/NodeBB,0.6675,0.6,0.7,518493,171,518468,,,78.9,371.3,0.8
ccb_swebenchpro,baseline,instance_protonmail__webclients-369fd37de29c14c690cb3b1c09a949189734026f,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),protonmail/webclients,0.7575,0.6,1.0,,,,,,0.8,644.9,0.8
ccb_swebenchpro,baseline,instance_protonmail__webclients-8be4f6cb9380fcd2e67bcb18cef931ae0d4b869c,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),protonmail/webclients,0.7575,0.6,1.0,,,,,,0.8,696.8,0.7
ccb_swebenchpro,baseline,instance_protonmail__webclients-c6f65d205c401350a226bb005f42fac1754b0b5b,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),protonmail/webclients,0.7575,0.6,1.0,,,,,,0.8,835.5,1.1
ccb_swebenchpro,baseline,instance_protonmail__webclients-caf10ba9ab2677761c88522d1ba8ad025779c492,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),protonmail/webclients,0.7575,0.6,1.0,,,,,,0.8,961.7,0.8
ccb_swebenchpro,baseline,instance_qutebrowser__qutebrowser-233cb1cc48635130e5602549856a6fa4ab4c087f-v35616345bb8052ea303186706cec663146f0f184,errored,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5625,0.6,0.35,0,0,0,,,2.4,76.2,30.3
ccb_swebenchpro,baseline,instance_qutebrowser__qutebrowser-394bfaed6544c952c6b3463751abab3176ad4997-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,errored,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5475,0.6,0.3,0,0,0,,,2.4,86.7,41.7
ccb_swebenchpro,baseline,instance_qutebrowser__qutebrowser-3fd8e12949b8feda401930574facf09dd4180bba,errored,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5475,0.6,0.3,0,0,0,,,2.4,71.1,31.8
ccb_swebenchpro,baseline,instance_qutebrowser__qutebrowser-e5340c449f23608803c286da0563b62f58ba25b0-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,passed,1.0,python,hard,ccb_swebenchpro,Implementation (bug fix),qutebrowser/qutebrowser,0.5625,0.6,0.35,1166957,363,1166955,,,122.9,207.6,44.4
ccb_swebenchpro,baseline,instance_tutao__tutanota-f373ac3808deefce8183dad8d16729839cc330c1-v2939aa9f4356f0dc9f523ee5ce19d09e08ab979b,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),tutao/tutanota,0.5925,0.6,0.45,0,0,0,,,4.0,331.6,67.2
ccb_swebenchpro,sourcegraph_base,instance_ansible__ansible-379058e10f3dbc0fdcaf80394bd09b18927e7d33-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6225,0.6,0.55,8627328,1075,8627324,,,270.8,340.5,1.1
ccb_swebenchpro,sourcegraph_base,instance_ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6375,0.6,0.6,4305074,658,4305072,,,238.1,306.2,0.9
ccb_swebenchpro,sourcegraph_base,instance_ansible__ansible-811093f0225caa4dd33890933150a81c6a6d5226-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6075,0.6,0.5,70202367,3545,70201782,,,4208.9,4306.5,2.7
ccb_swebenchpro,sourcegraph_base,instance_ansible__ansible-b2a289dcbb702003377221e25f62c8a3608f0e89-v173091e2e36d38c978002990795f66cfc0af30ad,passed,1.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.5925,0.6,0.45,3976030,508,3976028,,,168.5,223.1,0.7
ccb_swebenchpro,sourcegraph_base,instance_ansible__ansible-e40889e7112ae00a21a2c74312b330e67a766cc0-v1055803c3a812189a1133297f7f5468579283f86,failed,0.0,python,hard,ccb_swebenchpro,Implementation (bug fix),ansible/ansible,0.6075,0.6,0.5,14076452,1125,14076450,,,555.6,620.4,0.8
ccb_swebenchpro,sourcegraph_base,instance_element-hq__element-web-cf3c899dd1f221aa1a1f4c5a80dffc05b9c21c85-vnan,passed,1.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),element-hq/element-web,0.6225,0.6,0.55,6937311,1011,6937309,,,1934.2,2286.9,0.9
ccb_swebenchpro,sourcegraph_base,instance_element-hq__element-web-f14374a51c153f64f313243f2df6ea4971db4e15,errored,0.0,typescript,hard,ccb_swebenchpro,Implementation (bug fix),element-hq/element-web,0.7125,0.6,0.85,0,0,0,,,3.5,152.6,2.2
ccb_swebenchpro,sourcegraph_base,instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.6975,0.6,0.8,5749148,501,5749146,,,539.7,1117.0,3.0
ccb_swebenchpro,sourcegraph_base,instance_flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.7125,0.6,0.85,13949962,1327,13949960,,,740.9,986.7,6.7
ccb_swebenchpro,sourcegraph_base,instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.7575,0.6,1.0,6455364,533,6455362,,,344.2,598.7,0.6
ccb_swebenchpro,sourcegraph_base,instance_flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),flipt-io/flipt,0.6825,0.6,0.75,10438596,1144,10438594,,,853.7,1389.0,0.9
ccb_swebenchpro,sourcegraph_base,instance_future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8,passed,1.0,go,hard,ccb_swebenchpro,Implementation (bug fix),future-architect/vuls,0.5925,0.6,0.45,11780615,962,11780613,,,1343.8,1698.7,0.6
